neighbourhood,room_type,price
South Chicago,Private room,35
Bridgeport,Entire home/apt,99
Gage Park,Private room,40
Lower West Side,Private room,45
Mount Greenwood,Entire home/apt,56
Austin,Private room,70
West Town,Entire home/apt,110
Logan Square,Private room,35
Washington Park,Private room,32
Lake View,Entire home/apt,450
Irving Park,Private room,30
Irving Park,Private room,33
West Town,Private room,62
North Center,Entire home/apt,135
Belmont Cragin,Entire home/apt,200
Near North Side,Entire home/apt,75
Austin,Entire home/apt,100
Near North Side,Entire home/apt,76
Near West Side,Entire home/apt,62
Mckinley Park,Private room,54
Rogers Park,Entire home/apt,60
New City,Private room,45
Near West Side,Entire home/apt,76
Loop,Entire home/apt,70
West Town,Entire home/apt,227
Logan Square,Entire home/apt,88
Lake View,Private room,94
Lower West Side,Entire home/apt,215
Lower West Side,Private room,50
Lake View,Entire home/apt,80
West Town,Entire home/apt,112
Near North Side,Entire home/apt,270
West Town,Entire home/apt,785
Edgewater,Private room,524
Edgewater,Private room,115
Edgewater,Private room,119
Edgewater,Private room,148
Edgewater,Private room,128
Edgewater,Private room,119
Near North Side,Entire home/apt,50
Near North Side,Entire home/apt,188
Near North Side,Entire home/apt,176
Near North Side,Entire home/apt,139
Near North Side,Entire home/apt,184
Near North Side,Entire home/apt,135
Loop,Entire home/apt,112
Loop,Entire home/apt,139
Loop,Entire home/apt,116
Loop,Entire home/apt,125
Lake View,Entire home/apt,75
Lake View,Entire home/apt,80
West Lawn,Private room,32
Jefferson Park,Entire home/apt,55
Near West Side,Entire home/apt,250
Englewood,Entire home/apt,65
North Center,Entire home/apt,297
Near North Side,Entire home/apt,105
Jefferson Park,Entire home/apt,49
South Chicago,Private room,45
East Garfield Park,Entire home/apt,79
Near North Side,Entire home/apt,150
Near North Side,Entire home/apt,120
Logan Square,Entire home/apt,48
South Shore,Private room,35
West Town,Entire home/apt,166
Lincoln Park,Entire home/apt,160
West Lawn,Private room,32
South Lawndale,Private room,25
Lake View,Entire home/apt,129
Rogers Park,Entire home/apt,90
Portage Park,Entire home/apt,200
Albany Park,Entire home/apt,329
Uptown,Private room,55
Near North Side,Entire home/apt,155
West Town,Entire home/apt,118
Near North Side,Entire home/apt,250
New City,Entire home/apt,49
South Shore,Private room,22
Lower West Side,Entire home/apt,300
Avondale,Private room,20
Lake View,Entire home/apt,85
Edgewater,Entire home/apt,250
Near North Side,Entire home/apt,105
Albany Park,Private room,70
North Center,Entire home/apt,96
Logan Square,Entire home/apt,91
Jefferson Park,Entire home/apt,51
Lake View,Entire home/apt,129
Lake View,Entire home/apt,99
Lower West Side,Entire home/apt,95
West Town,Private room,55
Near North Side,Entire home/apt,80
Morgan Park,Entire home/apt,75
Near North Side,Entire home/apt,80
Mckinley Park,Private room,33
Logan Square,Entire home/apt,115
Lake View,Entire home/apt,110
Logan Square,Entire home/apt,99
Near West Side,Entire home/apt,199
South Shore,Entire home/apt,75
Near North Side,Entire home/apt,80
Jefferson Park,Private room,30
Near West Side,Entire home/apt,76
West Town,Entire home/apt,139
Avondale,Entire home/apt,60
Near West Side,Entire home/apt,301
Lincoln Park,Entire home/apt,97
South Chicago,Entire home/apt,99
Edgewater,Entire home/apt,195
Austin,Entire home/apt,79
Logan Square,Private room,100
Grand Boulevard,Private room,57
Logan Square,Private room,65
West Ridge,Entire home/apt,125
West Ridge,Entire home/apt,107
Near West Side,Entire home/apt,110
Edgewater,Entire home/apt,96
Jefferson Park,Private room,30
Loop,Entire home/apt,80
West Town,Entire home/apt,75
Greater Grand Crossing,Shared room,25
Uptown,Entire home/apt,83
Humboldt Park,Entire home/apt,130
Near West Side,Entire home/apt,70
Austin,Entire home/apt,85
Lower West Side,Entire home/apt,185
West Town,Entire home/apt,175
Grand Boulevard,Private room,50
Near North Side,Entire home/apt,89
Lower West Side,Entire home/apt,90
Near North Side,Entire home/apt,89
Loop,Entire home/apt,141
Loop,Entire home/apt,215
Loop,Entire home/apt,124
Lower West Side,Entire home/apt,99
Near West Side,Private room,25
New City,Private room,45
Near West Side,Private room,25
Loop,Entire home/apt,116
Lake View,Private room,70
Grand Boulevard,Entire home/apt,150
Irving Park,Private room,34
Logan Square,Private room,25
West Town,Entire home/apt,50
Lincoln Square,Private room,75
Lincoln Park,Entire home/apt,40
South Shore,Entire home/apt,196
Near North Side,Entire home/apt,1000
West Town,Private room,52
Dunning,Entire home/apt,91
Avondale,Entire home/apt,70
Irving Park,Private room,75
Bridgeport,Entire home/apt,300
Edgewater,Entire home/apt,106
Humboldt Park,Entire home/apt,59
Lower West Side,Entire home/apt,200
South Shore,Private room,27
Norwood Park,Private room,35
Humboldt Park,Entire home/apt,75
Armour Square,Entire home/apt,120
Near West Side,Entire home/apt,55
Avondale,Private room,200
Near North Side,Private room,45
South Shore,Private room,35
Logan Square,Entire home/apt,63
Dunning,Entire home/apt,60
Lake View,Entire home/apt,58
Lake View,Entire home/apt,547
Near South Side,Entire home/apt,110
Humboldt Park,Entire home/apt,103
West Ridge,Entire home/apt,106
West Town,Entire home/apt,54
Near West Side,Private room,74
North Center,Entire home/apt,58
Avondale,Entire home/apt,52
Burnside,Private room,65
Portage Park,Entire home/apt,71
Lincoln Park,Entire home/apt,78
Lake View,Entire home/apt,120
Ashburn,Private room,45
Logan Square,Entire home/apt,84
Near South Side,Entire home/apt,147
Near South Side,Entire home/apt,187
West Town,Entire home/apt,70
New City,Private room,340
Rogers Park,Private room,39
Lake View,Entire home/apt,120
Near North Side,Entire home/apt,100
Near South Side,Entire home/apt,177
West Town,Entire home/apt,153
Uptown,Entire home/apt,98
New City,Entire home/apt,54
Edgewater,Entire home/apt,77
Lower West Side,Private room,50
Lower West Side,Private room,50
Lower West Side,Private room,50
Near South Side,Entire home/apt,152
Near South Side,Entire home/apt,187
Near South Side,Entire home/apt,171
Portage Park,Entire home/apt,260
Lincoln Park,Entire home/apt,306
Near South Side,Entire home/apt,182
North Lawndale,Private room,24
Douglas,Private room,42
Mount Greenwood,Entire home/apt,114
Lincoln Park,Entire home/apt,90
South Shore,Private room,26
Bridgeport,Entire home/apt,97
Near South Side,Entire home/apt,195
Near West Side,Entire home/apt,50
Near North Side,Entire home/apt,180
Lincoln Park,Entire home/apt,280
Lake View,Entire home/apt,65
Auburn Gresham,Private room,79
Edgewater,Entire home/apt,60
Near North Side,Entire home/apt,107
Near North Side,Entire home/apt,159
Near North Side,Entire home/apt,150
Humboldt Park,Private room,33
Near West Side,Private room,25
Loop,Entire home/apt,70
South Shore,Private room,35
North Lawndale,Private room,29
Lake View,Entire home/apt,89
South Shore,Entire home/apt,199
Lincoln Park,Entire home/apt,144
West Town,Entire home/apt,123
Logan Square,Entire home/apt,72
Near North Side,Entire home/apt,375
East Garfield Park,Entire home/apt,90
Near West Side,Entire home/apt,140
South Shore,Private room,30
Belmont Cragin,Entire home/apt,90
Humboldt Park,Entire home/apt,216
Bridgeport,Private room,50
Uptown,Private room,50
Near North Side,Entire home/apt,345
Loop,Entire home/apt,408
Near West Side,Entire home/apt,199
West Town,Entire home/apt,57
West Lawn,Entire home/apt,30
Loop,Private room,45
Near West Side,Private room,30
Douglas,Entire home/apt,65
Lincoln Park,Entire home/apt,79
Washington Park,Entire home/apt,434
Hermosa,Entire home/apt,49
Lake View,Entire home/apt,106
Riverdale,Private room,22
Riverdale,Private room,22
Lower West Side,Private room,132
Near North Side,Private room,50
West Town,Entire home/apt,71
Lincoln Park,Entire home/apt,69
West Town,Private room,55
Humboldt Park,Private room,30
Greater Grand Crossing,Entire home/apt,55
Logan Square,Entire home/apt,54
Lower West Side,Private room,50
Irving Park,Entire home/apt,135
Loop,Entire home/apt,100
Near West Side,Entire home/apt,56
Loop,Entire home/apt,155
South Lawndale,Entire home/apt,32
Greater Grand Crossing,Private room,31
Lake View,Entire home/apt,89
West Town,Entire home/apt,149
Near North Side,Entire home/apt,220
Near North Side,Entire home/apt,189
Avondale,Entire home/apt,246
Near North Side,Entire home/apt,375
Near North Side,Entire home/apt,425
Near North Side,Entire home/apt,302
Near North Side,Entire home/apt,250
South Shore,Entire home/apt,65
Near North Side,Entire home/apt,302
Jefferson Park,Entire home/apt,89
Auburn Gresham,Entire home/apt,60
Avondale,Entire home/apt,54
West Town,Entire home/apt,250
Near North Side,Entire home/apt,365
Humboldt Park,Private room,25
Albany Park,Private room,59
Belmont Cragin,Private room,60
West Town,Private room,60
Logan Square,Entire home/apt,123
Bridgeport,Entire home/apt,133
Near North Side,Entire home/apt,734
West Ridge,Entire home/apt,51
Near North Side,Private room,48
Avondale,Entire home/apt,528
Near North Side,Entire home/apt,176
Lincoln Square,Entire home/apt,72
Albany Park,Private room,85
Douglas,Private room,65
Lower West Side,Entire home/apt,60
Near North Side,Private room,48
Near North Side,Private room,101
Grand Boulevard,Entire home/apt,187
Lake View,Entire home/apt,75
Roseland,Entire home/apt,115
Near South Side,Private room,99
Chatham,Entire home/apt,210
Rogers Park,Entire home/apt,175
Near West Side,Entire home/apt,350
North Lawndale,Private room,24
Near North Side,Entire home/apt,100
Logan Square,Entire home/apt,105
Logan Square,Entire home/apt,97
Edgewater,Entire home/apt,72
Mckinley Park,Entire home/apt,93
Near North Side,Private room,48
Near North Side,Private room,48
Near South Side,Entire home/apt,85
Hermosa,Entire home/apt,65
Logan Square,Entire home/apt,70
Rogers Park,Entire home/apt,40
Loop,Private room,200
Lake View,Entire home/apt,275
Loop,Entire home/apt,137
Bridgeport,Entire home/apt,100
Uptown,Entire home/apt,80
Near North Side,Entire home/apt,129
North Center,Entire home/apt,632
Morgan Park,Entire home/apt,170
Logan Square,Entire home/apt,70
Edgewater,Private room,50
North Center,Entire home/apt,96
Near West Side,Entire home/apt,800
Lake View,Entire home/apt,149
Logan Square,Entire home/apt,108
Lincoln Park,Private room,105
Logan Square,Entire home/apt,105
Near South Side,Entire home/apt,245
Near North Side,Entire home/apt,60
New City,Entire home/apt,75
Near West Side,Entire home/apt,112
South Shore,Entire home/apt,200
Near North Side,Entire home/apt,125
Near West Side,Entire home/apt,130
Edgewater,Entire home/apt,119
Woodlawn,Private room,40
Near West Side,Entire home/apt,106
Jefferson Park,Private room,139
Englewood,Entire home/apt,129
Edgewater,Entire home/apt,150
Edgewater,Entire home/apt,150
Loop,Entire home/apt,112
West Ridge,Entire home/apt,299
Logan Square,Entire home/apt,59
Rogers Park,Entire home/apt,246
West Town,Entire home/apt,42
Washington Park,Private room,26
Near South Side,Entire home/apt,152
Near West Side,Entire home/apt,98
Uptown,Private room,40
Lincoln Park,Private room,26
Lower West Side,Entire home/apt,250
South Shore,Entire home/apt,349
Loop,Entire home/apt,103
Bridgeport,Private room,37
West Ridge,Private room,49
Near North Side,Private room,80
Washington Heights,Private room,30
Lincoln Park,Private room,89
Humboldt Park,Entire home/apt,150
West Town,Private room,88
Loop,Entire home/apt,332
Mckinley Park,Entire home/apt,45
Lake View,Entire home/apt,66
Lake View,Entire home/apt,120
West Town,Private room,75
Douglas,Entire home/apt,55
Loop,Entire home/apt,80
Rogers Park,Private room,50
Near North Side,Entire home/apt,238
Grand Boulevard,Entire home/apt,145
Loop,Entire home/apt,98
Near West Side,Entire home/apt,129
Near West Side,Entire home/apt,120
Grand Boulevard,Entire home/apt,80
Avondale,Private room,83
Lower West Side,Entire home/apt,180
Portage Park,Private room,30
North Center,Entire home/apt,98
Avondale,Private room,75
North Center,Entire home/apt,321
Avondale,Entire home/apt,78
Logan Square,Entire home/apt,295
Irving Park,Entire home/apt,125
South Chicago,Private room,20
Humboldt Park,Private room,45
Irving Park,Entire home/apt,141
Edgewater,Entire home/apt,133
Lake View,Entire home/apt,130
Mckinley Park,Entire home/apt,93
Jefferson Park,Entire home/apt,899
Grand Boulevard,Entire home/apt,195
Near South Side,Entire home/apt,250
Edgewater,Entire home/apt,90
Clearing,Entire home/apt,79
Woodlawn,Entire home/apt,180
Lake View,Entire home/apt,94
South Lawndale,Shared room,25
North Park,Entire home/apt,165
West Town,Entire home/apt,123
Logan Square,Private room,40
South Lawndale,Entire home/apt,90
Roseland,Entire home/apt,76
Near West Side,Private room,29
Near North Side,Entire home/apt,150
Near North Side,Entire home/apt,110
Woodlawn,Private room,50
Irving Park,Entire home/apt,90
Uptown,Entire home/apt,85
West Town,Entire home/apt,482
East Garfield Park,Entire home/apt,111
West Town,Entire home/apt,53
Hyde Park,Private room,30
West Town,Entire home/apt,49
Edgewater,Entire home/apt,75
Near West Side,Entire home/apt,1499
Loop,Entire home/apt,156
Humboldt Park,Entire home/apt,104
North Center,Entire home/apt,85
Near North Side,Entire home/apt,238
Near West Side,Private room,28
Lincoln Park,Entire home/apt,145
Loop,Entire home/apt,125
Loop,Entire home/apt,130
Lake View,Entire home/apt,105
Lake View,Entire home/apt,149
Near West Side,Entire home/apt,133
Near West Side,Entire home/apt,89
Loop,Entire home/apt,93
Near West Side,Entire home/apt,250
Near West Side,Entire home/apt,98
Kenwood,Private room,35
West Town,Private room,119
South Shore,Private room,40
Belmont Cragin,Entire home/apt,50
West Town,Private room,109
West Town,Private room,109
Grand Boulevard,Private room,51
Dunning,Private room,45
Loop,Entire home/apt,400
Loop,Entire home/apt,500
Lower West Side,Private room,55
Edgewater,Private room,79
South Lawndale,Entire home/apt,53
Edgewater,Private room,119
Dunning,Private room,35
South Lawndale,Entire home/apt,65
Near North Side,Entire home/apt,112
Kenwood,Entire home/apt,100
Bridgeport,Private room,65
Dunning,Entire home/apt,80
Lake View,Entire home/apt,165
Loop,Entire home/apt,299
Edgewater,Entire home/apt,225
West Town,Entire home/apt,107
Lincoln Park,Entire home/apt,116
Avondale,Entire home/apt,100
Greater Grand Crossing,Entire home/apt,320
Portage Park,Entire home/apt,54
North Lawndale,Entire home/apt,82
Near West Side,Entire home/apt,225
Loop,Entire home/apt,80
South Chicago,Private room,21
Beverly,Private room,39
South Chicago,Entire home/apt,40
Near North Side,Entire home/apt,380
Avondale,Entire home/apt,74
Near North Side,Entire home/apt,116
Near West Side,Entire home/apt,135
Loop,Entire home/apt,116
Loop,Entire home/apt,212
Near North Side,Entire home/apt,173
Loop,Entire home/apt,120
Near North Side,Entire home/apt,275
Lake View,Entire home/apt,99
West Town,Entire home/apt,85
Edgewater,Entire home/apt,79
Lower West Side,Entire home/apt,81
Near North Side,Entire home/apt,329
West Town,Entire home/apt,57
West Town,Entire home/apt,133
Riverdale,Private room,69
Logan Square,Entire home/apt,71
Fuller Park,Entire home/apt,129
Lower West Side,Entire home/apt,58
Near North Side,Private room,459
Near West Side,Entire home/apt,202
Near North Side,Entire home/apt,349
Near North Side,Entire home/apt,559
South Chicago,Private room,17
Uptown,Private room,30
Near North Side,Entire home/apt,89
Norwood Park,Private room,58
Logan Square,Entire home/apt,87
Woodlawn,Private room,50
West Town,Private room,400
Clearing,Entire home/apt,89
West Town,Private room,400
Hyde Park,Entire home/apt,200
Albany Park,Entire home/apt,100
Lincoln Park,Entire home/apt,152
West Town,Entire home/apt,300
Woodlawn,Entire home/apt,91
Woodlawn,Private room,48
Washington Heights,Private room,30
Lincoln Park,Entire home/apt,422
Woodlawn,Entire home/apt,70
Loop,Entire home/apt,250
Loop,Entire home/apt,120
Avondale,Private room,31
Irving Park,Private room,35
Woodlawn,Private room,40
Hyde Park,Entire home/apt,69
Loop,Entire home/apt,120
Near North Side,Entire home/apt,169
Near North Side,Entire home/apt,98
Near West Side,Private room,15
Near North Side,Entire home/apt,95
Near North Side,Entire home/apt,96
Near North Side,Entire home/apt,1285
South Shore,Private room,44
Albany Park,Entire home/apt,72
Loop,Entire home/apt,103
Loop,Entire home/apt,103
Loop,Entire home/apt,125
Near North Side,Entire home/apt,112
Near North Side,Entire home/apt,113
Austin,Entire home/apt,800
Lincoln Park,Private room,49
Lake View,Entire home/apt,80
Near North Side,Entire home/apt,98
Grand Boulevard,Entire home/apt,142
Loop,Entire home/apt,129
South Shore,Entire home/apt,27
Calumet Heights,Private room,99
Grand Boulevard,Entire home/apt,111
Near South Side,Entire home/apt,80
Loop,Entire home/apt,103
Grand Boulevard,Entire home/apt,105
West Town,Entire home/apt,48
Loop,Entire home/apt,155
Ashburn,Entire home/apt,52
South Shore,Private room,45
Norwood Park,Entire home/apt,65
Woodlawn,Private room,39
Near South Side,Entire home/apt,260
Loop,Entire home/apt,650
Logan Square,Entire home/apt,220
Near North Side,Entire home/apt,186
Loop,Entire home/apt,166
Loop,Entire home/apt,192
Near North Side,Entire home/apt,195
Kenwood,Entire home/apt,84
Bridgeport,Entire home/apt,59
Bridgeport,Entire home/apt,66
Bridgeport,Entire home/apt,59
Woodlawn,Private room,35
Near West Side,Entire home/apt,72
Humboldt Park,Entire home/apt,99
Bridgeport,Entire home/apt,60
Bridgeport,Entire home/apt,78
Bridgeport,Entire home/apt,61
Near West Side,Entire home/apt,135
Near North Side,Entire home/apt,213
Portage Park,Entire home/apt,365
Loop,Entire home/apt,103
Loop,Entire home/apt,112
Loop,Entire home/apt,171
Near West Side,Entire home/apt,112
Near West Side,Entire home/apt,218
Loop,Entire home/apt,112
Woodlawn,Private room,39
South Chicago,Private room,18
Portage Park,Entire home/apt,160
Logan Square,Entire home/apt,130
Oakland,Private room,90
Rogers Park,Entire home/apt,140
Logan Square,Entire home/apt,63
Lake View,Entire home/apt,90
Rogers Park,Entire home/apt,128
Lake View,Entire home/apt,89
Avondale,Private room,69
Loop,Entire home/apt,313
Loop,Entire home/apt,313
Humboldt Park,Entire home/apt,150
West Town,Private room,65
Loop,Entire home/apt,108
Loop,Entire home/apt,149
Loop,Entire home/apt,313
Loop,Entire home/apt,313
Near West Side,Private room,30
Loop,Entire home/apt,116
Loop,Entire home/apt,103
Near South Side,Entire home/apt,125
Uptown,Private room,30
Irving Park,Entire home/apt,65
Edgewater,Private room,50
Washington Park,Private room,32
Near South Side,Entire home/apt,115
Near West Side,Entire home/apt,300
Bridgeport,Entire home/apt,73
Loop,Entire home/apt,214
Lower West Side,Private room,28
West Town,Entire home/apt,45
Near North Side,Entire home/apt,113
Near West Side,Entire home/apt,112
Near West Side,Entire home/apt,125
West Ridge,Entire home/apt,68
Loop,Entire home/apt,112
Loop,Entire home/apt,177
Loop,Entire home/apt,120
Loop,Entire home/apt,113
Rogers Park,Entire home/apt,51
West Town,Entire home/apt,259
Grand Boulevard,Entire home/apt,55
Lake View,Entire home/apt,108
Lake View,Entire home/apt,95
West Town,Entire home/apt,105
Hyde Park,Entire home/apt,116
Rogers Park,Private room,68
Rogers Park,Private room,55
Near West Side,Entire home/apt,150
Hyde Park,Entire home/apt,77
East Garfield Park,Private room,55
East Garfield Park,Private room,70
East Garfield Park,Private room,42
West Town,Entire home/apt,331
Near North Side,Entire home/apt,150
Grand Boulevard,Entire home/apt,58
Gage Park,Entire home/apt,100
Avalon Park,Entire home/apt,119
Loop,Private room,65
Lincoln Park,Private room,183
Lincoln Park,Private room,503
Loop,Entire home/apt,155
Loop,Private room,120
Loop,Entire home/apt,112
Dunning,Entire home/apt,110
East Garfield Park,Private room,45
East Garfield Park,Private room,39
East Garfield Park,Private room,39
Logan Square,Entire home/apt,40
Belmont Cragin,Entire home/apt,88
Near South Side,Entire home/apt,616
Greater Grand Crossing,Private room,50
Greater Grand Crossing,Entire home/apt,150
Avondale,Entire home/apt,65
Uptown,Entire home/apt,70
Near South Side,Entire home/apt,150
Near West Side,Entire home/apt,56
Hermosa,Private room,35
Logan Square,Entire home/apt,118
Logan Square,Private room,20
Near West Side,Entire home/apt,500
Avondale,Entire home/apt,81
Hyde Park,Private room,68
Lake View,Entire home/apt,275
Loop,Entire home/apt,117
Grand Boulevard,Entire home/apt,100
Near West Side,Entire home/apt,575
Portage Park,Private room,50
Near North Side,Entire home/apt,100
West Town,Entire home/apt,105
Douglas,Entire home/apt,170
East Garfield Park,Private room,100
Austin,Entire home/apt,405
East Garfield Park,Private room,75
Near South Side,Entire home/apt,250
Edgewater,Entire home/apt,44
Logan Square,Entire home/apt,95
Near North Side,Entire home/apt,105
Logan Square,Entire home/apt,56
Near West Side,Private room,120
Near West Side,Private room,65
Grand Boulevard,Entire home/apt,272
Logan Square,Private room,25
South Chicago,Private room,20
Woodlawn,Private room,55
Near South Side,Entire home/apt,99
Woodlawn,Private room,55
Armour Square,Private room,30
Woodlawn,Private room,52
Armour Square,Private room,33
Uptown,Entire home/apt,125
Woodlawn,Private room,37
Rogers Park,Entire home/apt,248
Near West Side,Entire home/apt,110
Near North Side,Entire home/apt,220
Bridgeport,Entire home/apt,76
Bridgeport,Entire home/apt,64
North Park,Entire home/apt,135
Lake View,Entire home/apt,150
Loop,Entire home/apt,85
Loop,Entire home/apt,83
Austin,Entire home/apt,103
Logan Square,Private room,50
South Chicago,Private room,18
Loop,Entire home/apt,140
South Shore,Entire home/apt,78
Loop,Entire home/apt,129
Loop,Entire home/apt,120
Loop,Entire home/apt,112
Near West Side,Entire home/apt,116
Near West Side,Entire home/apt,223
Loop,Entire home/apt,103
Near North Side,Entire home/apt,98
Irving Park,Private room,30
Uptown,Entire home/apt,128
West Town,Private room,275
Irving Park,Private room,23
Rogers Park,Entire home/apt,75
Rogers Park,Private room,30
West Town,Entire home/apt,184
Lincoln Square,Entire home/apt,95
Near South Side,Entire home/apt,140
Loop,Entire home/apt,93
Loop,Entire home/apt,125
Loop,Entire home/apt,135
Loop,Entire home/apt,103
Loop,Entire home/apt,120
Near North Side,Entire home/apt,135
Jefferson Park,Entire home/apt,55
Lower West Side,Entire home/apt,64
Near North Side,Entire home/apt,139
South Chicago,Private room,18
Lincoln Park,Entire home/apt,65
Logan Square,Private room,22
Logan Square,Entire home/apt,575
Near North Side,Entire home/apt,82
Lincoln Park,Entire home/apt,107
Lincoln Park,Entire home/apt,92
Near West Side,Private room,29
Lincoln Park,Entire home/apt,159
Loop,Entire home/apt,164
Loop,Entire home/apt,229
Near North Side,Entire home/apt,414
Logan Square,Private room,37
Near North Side,Entire home/apt,350
West Town,Private room,53
Uptown,Entire home/apt,62
Loop,Entire home/apt,192
West Town,Entire home/apt,99
West Town,Private room,130
West Town,Private room,160
West Town,Private room,7000
West Town,Private room,260
West Town,Private room,130
West Town,Private room,160
West Town,Private room,160
West Town,Private room,140
Near North Side,Entire home/apt,129
Near North Side,Entire home/apt,161
Near North Side,Entire home/apt,155
Loop,Entire home/apt,105
South Shore,Entire home/apt,400
Near North Side,Private room,180
Edgewater,Entire home/apt,350
West Town,Entire home/apt,127
Near West Side,Entire home/apt,129
West Town,Entire home/apt,85
Lower West Side,Private room,75
Calumet Heights,Shared room,15
Lincoln Park,Entire home/apt,407
Kenwood,Entire home/apt,85
Lower West Side,Private room,30
Near North Side,Entire home/apt,409
West Town,Private room,50
West Town,Entire home/apt,213
Uptown,Private room,39
Uptown,Private room,30
Near North Side,Entire home/apt,136
Lake View,Entire home/apt,112
Lake View,Entire home/apt,107
Lake View,Entire home/apt,112
North Center,Entire home/apt,120
Near West Side,Private room,46
Near West Side,Entire home/apt,250
Loop,Entire home/apt,130
Near West Side,Entire home/apt,130
Near West Side,Entire home/apt,133
Loop,Entire home/apt,164
Near North Side,Entire home/apt,139
Mckinley Park,Private room,37
Near West Side,Entire home/apt,240
Lincoln Park,Entire home/apt,148
Mckinley Park,Private room,33
Mckinley Park,Private room,32
Lower West Side,Entire home/apt,289
Loop,Entire home/apt,80
Loop,Entire home/apt,80
Austin,Private room,45
Lower West Side,Entire home/apt,40
Loop,Entire home/apt,200
Loop,Entire home/apt,191
Loop,Entire home/apt,141
Loop,Entire home/apt,123
Loop,Entire home/apt,109
Loop,Entire home/apt,123
Loop,Entire home/apt,123
Loop,Entire home/apt,131
Loop,Entire home/apt,220
Near North Side,Entire home/apt,375
Rogers Park,Entire home/apt,95
Near West Side,Entire home/apt,125
Near West Side,Entire home/apt,144
Near West Side,Entire home/apt,139
Loop,Entire home/apt,112
Near West Side,Entire home/apt,93
Near West Side,Entire home/apt,135
Loop,Entire home/apt,103
Near West Side,Entire home/apt,130
Lincoln Park,Entire home/apt,63
Uptown,Private room,43
Lower West Side,Private room,55
Grand Boulevard,Entire home/apt,199
Loop,Entire home/apt,129
Near South Side,Entire home/apt,225
Bridgeport,Entire home/apt,105
Near North Side,Entire home/apt,179
North Center,Entire home/apt,558
Hyde Park,Private room,70
Near North Side,Entire home/apt,100
Near North Side,Entire home/apt,239
Lake View,Entire home/apt,101
Lake View,Entire home/apt,112
West Town,Private room,69
North Park,Entire home/apt,70
Edgewater,Private room,32
Near West Side,Entire home/apt,162
Grand Boulevard,Entire home/apt,129
West Town,Entire home/apt,62
Loop,Private room,395
Loop,Private room,449
Bridgeport,Entire home/apt,95
Lincoln Park,Entire home/apt,197
Jefferson Park,Entire home/apt,120
Near West Side,Entire home/apt,135
Near North Side,Entire home/apt,215
Near North Side,Entire home/apt,220
Near North Side,Entire home/apt,220
Near North Side,Entire home/apt,220
Near North Side,Entire home/apt,219
Near North Side,Entire home/apt,217
North Lawndale,Entire home/apt,90
South Chicago,Private room,700
Humboldt Park,Entire home/apt,98
Albany Park,Entire home/apt,400
South Shore,Private room,24
Loop,Entire home/apt,177
Loop,Entire home/apt,116
Near West Side,Entire home/apt,103
Near West Side,Entire home/apt,130
Near North Side,Entire home/apt,116
Near North Side,Entire home/apt,117
Loop,Entire home/apt,125
Loop,Entire home/apt,166
Near West Side,Entire home/apt,75
Near South Side,Entire home/apt,140
Loop,Entire home/apt,144
Loop,Entire home/apt,132
Loop,Entire home/apt,145
Loop,Entire home/apt,267
Loop,Entire home/apt,124
Near South Side,Entire home/apt,140
Near South Side,Entire home/apt,99
Near South Side,Entire home/apt,140
Near South Side,Entire home/apt,125
Near South Side,Entire home/apt,99
Brighton Park,Private room,150
Logan Square,Entire home/apt,110
Near South Side,Entire home/apt,125
Washington Park,Private room,26
Lake View,Entire home/apt,120
Near South Side,Entire home/apt,140
Near West Side,Entire home/apt,125
Near North Side,Entire home/apt,144
Logan Square,Entire home/apt,106
Logan Square,Entire home/apt,96
Near South Side,Entire home/apt,99
Logan Square,Entire home/apt,106
South Chicago,Entire home/apt,250
Logan Square,Entire home/apt,94
Logan Square,Entire home/apt,86
Irving Park,Entire home/apt,140
Uptown,Entire home/apt,179
Uptown,Entire home/apt,132
Lincoln Park,Entire home/apt,81
Lincoln Park,Entire home/apt,208
West Town,Entire home/apt,239
Loop,Entire home/apt,144
Lake View,Entire home/apt,65
Near North Side,Entire home/apt,69
Near North Side,Entire home/apt,118
Avondale,Entire home/apt,100
Woodlawn,Private room,29
Fuller Park,Entire home/apt,93
North Center,Entire home/apt,164
Douglas,Entire home/apt,50
Near West Side,Entire home/apt,135
Near West Side,Entire home/apt,130
Near West Side,Entire home/apt,149
Loop,Entire home/apt,350
Woodlawn,Entire home/apt,58
East Garfield Park,Private room,52
Woodlawn,Entire home/apt,75
South Shore,Private room,24
New City,Private room,25
Loop,Entire home/apt,150
Near North Side,Hotel room,0
Woodlawn,Private room,40
Douglas,Private room,55
Loop,Entire home/apt,175
Loop,Entire home/apt,174
East Garfield Park,Private room,38
Near North Side,Entire home/apt,60
East Garfield Park,Private room,42
East Garfield Park,Private room,24
East Garfield Park,Private room,25
West Town,Entire home/apt,103
East Garfield Park,Private room,26
East Garfield Park,Private room,33
Near West Side,Entire home/apt,149
West Town,Private room,75
Loop,Entire home/apt,117
Near West Side,Entire home/apt,139
Near North Side,Entire home/apt,145
Near North Side,Entire home/apt,89
Logan Square,Entire home/apt,87
Near North Side,Entire home/apt,208
Near North Side,Entire home/apt,116
Irving Park,Entire home/apt,80
Uptown,Private room,30
Lincoln Park,Entire home/apt,94
Loop,Entire home/apt,95
Loop,Entire home/apt,125
Near West Side,Entire home/apt,535
Near North Side,Entire home/apt,105
North Center,Entire home/apt,132
Lake View,Entire home/apt,78
Near North Side,Entire home/apt,125
North Center,Entire home/apt,155
